name,dataset,chip,fsn,length,start,slope,noise,gain,vertical,row,column
2014b-43,2014b,FUV2,4609813,13,609,0.07812640043445454,17.791199684143066,6.0,True,408,3145
2014b-44,2014b,FUV1,4609813,18,622,-0.24114310537137526,17.791199684143066,6.0,True,433,1892
2014b-45,2014b,FUV2,4609813,15,640,-0.10009479171522857,17.791199684143066,6.0,True,453,3962
2014b-46,2014b,FUV2,4609813,21,655,-0.2676173565528224,17.791199684143066,6.0,True,504,3054
2014b-47,2014b,FUV2,4609813,12,676,-0.06448859794048155,17.791199684143066,6.0,True,520,3061
2014b-48,2014b,FUV1,4609813,13,688,-0.15816487782731975,17.791199684143066,6.0,True,536,1771
2014b-49,2014b,FUV2,4609813,12,701,-0.0056401988880078364,17.791199684143066,6.0,False,3217,613
2014b-50,2014b,FUV1,4609813,12,713,0.2664485469595571,17.791199684143066,6.0,False,1359,676
2014b-51,2014b,FUV2,4609813,14,725,-0.3224339084905559,17.791199684143066,6.0,True,708,2926
2014b-52,2014b,FUV1,4609813,12,739,-0.12396429586215747,17.791199684143066,6.0,True,729,1656
2014b-53,2014b,FUV1,4609813,12,751,-0.1107879583472172,17.791199684143066,6.0,True,756,272
2014b-54,2014b,FUV1,4609813,12,763,-0.1356673195601497,17.791199684143066,6.0,True,773,1312
2014b-55,2014b,FUV1,4609813,13,775,-0.13950619339495318,17.791199684143066,6.0,True,780,434
2014b-56,2014b,FUV2,4609813,13,788,0.24946151779703674,17.791199684143066,6.0,True,813,3736
2014b-57,2014b,FUV2,4609813,21,801,-0.16429176239313176,17.791199684143066,6.0,True,814,3581
2014b-58,2014b,FUV1,4609813,12,822,-0.2682907140732754,17.791199684143066,6.0,False,1824,817
2014b-59,2014b,FUV2,4609813,12,834,-0.12837139352290333,17.791199684143066,6.0,True,828,4013
2014b-60,2014b,FUV1,4609813,12,846,-0.09452361099356338,17.791199684143066,6.0,True,833,1665
2014b-61,2014b,FUV2,4609816,13,858,-0.23905399384157494,17.791199684143066,6.0,True,360,3541
2014b-62,2014b,FUV2,4609816,17,871,-0.20910240062896723,17.791199684143066,6.0,True,372,4041
2014b-63,2014b,FUV2,4609816,15,888,-0.06431980545307488,17.791199684143066,6.0,True,463,3562
2014b-64,2014b,FUV2,4609816,13,903,-0.22600173768178186,17.791199684143066,6.0,True,517,3566
2014b-65,2014b,FUV2,4609816,13,916,-0.14720848515409785,17.791199684143066,6.0,False,3999,542
2014b-66,2014b,FUV1,4609816,13,929,-0.2671600860004933,17.791199684143066,6.0,True,570,1287
2014b-67,2014b,FUV2,4609816,13,942,0.29843196876845524,17.791199684143066,6.0,True,578,3647
2014b-68,2014b,FUV1,4609816,12,955,-0.3499924953904567,17.791199684143066,6.0,True,625,1310
2014b-69,2014b,FUV2,4609816,13,967,-0.19786676300520895,17.791199684143066,6.0,True,638,3047
2014b-70,2014b,FUV2,4609816,19,980,-0.09755755947875747,17.791199684143066,6.0,True,752,3033
2014b-71,2014b,FUV2,4609816,12,999,0.16139305851612842,17.791199684143066,6.0,False,3545,804
2014b-72,2014b,FUV2,4609816,15,1011,0.0633552418061215,17.791199684143066,6.0,True,809,3223
2014b-73,2014b,FUV2,4609816,13,1026,-0.1833484445503481,17.791199684143066,6.0,True,852,3853
2014b-74,2014b,FUV2,4609816,15,1039,-0.2457913121894803,17.791199684143066,6.0,True,893,3758
2014b-75,2014b,FUV1,4609819,12,1054,-0.03839548067206163,17.791199684143066,6.0,False,1905,397
2014b-76,2014b,FUV1,4609819,15,1066,0.15478942710538013,17.791199684143066,6.0,True,413,1650
2014b-77,2014b,FUV2,4609819,12,1081,-0.24454383275171404,17.791199684143066,6.0,True,454,3594
2014b-78,2014b,FUV2,4609819,12,1093,-0.2841662366780377,17.791199684143066,6.0,True,478,4019
2014b-79,2014b,FUV1,4609819,14,1105,-0.23688335476206707,17.791199684143066,6.0,True,501,1727
2014b-80,2014b,FUV2,4609819,13,1119,-0.1278450704512461,17.791199684143066,6.0,True,594,3667
2014b-81,2014b,FUV2,4609819,12,1132,-0.09793395416721369,17.791199684143066,6.0,True,641,3271
2014b-82,2014b,FUV2,4609819,14,1144,0.05181015510266584,17.791199684143066,6.0,True,767,3638
2014b-83,2014b,FUV2,4609819,13,1158,-0.05427244611145889,17.791199684143066,6.0,True,781,3842
2014b-84,2014b,FUV1,4609822,13,1171,-0.0946272632168912,17.791199684143066,6.0,True,374,1661
2014b-85,2014b,FUV2,4609822,15,1184,-0.14718029879355884,17.791199684143066,6.0,True,446,3059
2014b-86,2014b,FUV1,4609822,12,1199,-0.320111603520432,17.791199684143066,6.0,True,458,1376
2014b-87,2014b,FUV2,4609822,12,1211,0.01058343831443424,17.791199684143066,6.0,True,663,3847
2014b-88,2014b,FUV1,4609822,13,1223,0.1616409070442678,17.791199684143066,6.0,True,689,1310
2014b-89,2014b,FUV1,4609822,13,1236,-0.2755932966014263,17.791199684143066,6.0,True,695,430
2014b-90,2014b,FUV2,4609822,13,1249,0.21499796911725277,17.791199684143066,6.0,True,723,3541
2014b-91,2014b,FUV2,4609822,14,1262,-0.07569087581800898,17.791199684143066,6.0,True,751,3760
2014b-92,2014b,FUV2,4609822,17,1276,-0.0946808734210012,17.791199684143066,6.0,True,754,3023
2014b-93,2014b,FUV2,4609822,14,1293,0.2562904825889279,17.791199684143066,6.0,False,3649,764
2014b-94,2014b,FUV2,4609822,12,1307,-0.11191328951583966,17.791199684143066,6.0,True,767,3912
2014b-95,2014b,FUV2,4609822,13,1319,-0.14560796504009882,17.791199684143066,6.0,True,808,3587
2014b-96,2014b,FUV1,4609822,16,1332,-0.2849430345863286,17.791199684143066,6.0,True,842,1619
2014b-97,2014b,FUV2,4609822,14,1348,-0.12738305485878265,17.791199684143066,6.0,True,849,3025
2014b-98,2014b,FUV2,4609822,13,1362,-0.08072124859729085,17.791199684143066,6.0,True,863,3910
2014b-99,2014b,FUV2,4609822,13,1375,-0.14093141760063377,17.791199684143066,6.0,True,865,3161
2014b-100,2014b,FUV1,4609822,12,1388,-0.2194254794364341,17.791199684143066,6.0,True,896,183
2014b-101,2014b,FUV1,4609825,16,1400,-0.3039426859270985,17.791199684143066,6.0,True,352,1908
2014b-102,2014b,FUV1,4609825,12,1416,0.2704195531185104,17.791199684143066,6.0,True,432,1420
2014b-103,2014b,FUV1,4609825,13,1428,0.006710309203322317,17.791199684143066,6.0,True,433,1771
2014b-104,2014b,FUV2,4609825,13,1441,0.277546207156877,17.791199684143066,6.0,True,486,3212
2014b-105,2014b,FUV2,4609825,14,1454,-0.3041385643101706,17.791199684143066,6.0,True,513,3660
2014b-106,2014b,FUV1,4609825,14,1468,-0.007432931885262705,17.791199684143066,6.0,True,516,1361
2014b-107,2014b,FUV1,4609825,13,1482,0.14773917380258061,17.791199684143066,6.0,True,592,1818
2014b-108,2014b,FUV1,4609825,24,1495,-0.01665505603390414,17.791199684143066,6.0,True,601,1799
2014b-109,2014b,FUV2,4609825,12,1519,-0.13844951808367234,17.791199684143066,6.0,True,621,3866
2014b-110,2014b,FUV2,4609825,12,1531,0.2793919227501262,17.791199684143066,6.0,True,633,3649
2014b-111,2014b,FUV1,4609825,13,1543,0.1594139121257653,17.791199684143066,6.0,True,727,1757
2014b-112,2014b,FUV2,4609825,13,1556,-0.20170537971851535,17.791199684143066,6.0,True,740,3542
2014b-113,2014b,FUV1,4609825,15,1569,-0.13364695984662342,17.791199684143066,6.0,True,745,1428
2014b-114,2014b,FUV1,4609825,13,1584,-0.3472429835288769,17.791199684143066,6.0,True,753,159
2014b-115,2014b,FUV1,4609825,12,1597,-0.1664769690050905,17.791199684143066,6.0,True,769,1651
2014b-116,2014b,FUV2,4609825,15,1609,-0.1021073855429029,17.791199684143066,6.0,True,776,3575
2014b-117,2014b,FUV2,4609825,12,1624,0.06466507702007973,17.791199684143066,6.0,True,801,2987
2014b-118,2014b,FUV1,4609825,12,1636,-0.22237159854525662,17.791199684143066,6.0,True,818,376
2014b-119,2014b,FUV1,4609825,12,1648,-0.2790088747529381,17.791199684143066,6.0,True,893,1447
2014b-120,2014b,FUV2,4609828,12,1660,-0.0006541009002439845,17.791199684143066,6.0,True,350,3514
2014b-121,2014b,FUV2,4609828,28,1672,-0.17451162873385603,17.791199684143066,6.0,True,353,2957
2014b-122,2014b,FUV2,4609828,13,1700,0.010768859089520046,17.791199684143066,6.0,True,415,3864
2014b-123,2014b,FUV1,4609828,14,1713,-0.12054241356622068,17.791199684143066,6.0,True,418,1870
2014b-124,2014b,FUV2,4609828,13,1727,-0.14065456013941965,17.791199684143066,6.0,True,479,3742
2014b-125,2014b,FUV2,4609828,15,1740,0.05414953024020989,17.791199684143066,6.0,True,481,3946
2014b-126,2014b,FUV2,4609828,14,1755,-0.2946025916010861,17.791199684143066,6.0,True,483,3011
2014b-127,2014b,FUV2,4609828,12,1769,-0.08545838609990983,17.791199684143066,6.0,True,493,3245
2014b-128,2014b,FUV1,4609828,13,1781,-0.3363012853428846,17.791199684143066,6.0,True,498,386
2014b-129,2014b,FUV2,4609828,14,1794,-0.08685817802470946,17.791199684143066,6.0,True,516,3932
2014b-130,2014b,FUV2,4609828,16,1808,0.033105779206979456,17.791199684143066,6.0,True,544,3729
2014b-131,2014b,FUV2,4609828,12,1824,0.0650243272345476,17.791199684143066,6.0,True,571,2953
2014b-132,2014b,FUV1,4609828,13,1836,-0.0826804634104744,17.791199684143066,6.0,True,586,1335
2014b-133,2014b,FUV1,4609828,15,1849,-0.1535683642001562,17.791199684143066,6.0,True,673,1440
2014b-134,2014b,FUV2,4609828,12,1864,-0.05916717662241087,17.791199684143066,6.0,True,674,3750
2014b-135,2014b,FUV2,4609828,13,1876,-0.14343640088624934,17.791199684143066,6.0,True,733,4017
2014b-136,2014b,FUV2,4609828,12,1889,-0.3147426928249143,17.791199684143066,6.0,True,813,3955
2014b-137,2014b,FUV2,4609828,14,1901,-0.27618488311333944,17.791199684143066,6.0,True,839,3862
2014b-138,2014b,FUV1,4609828,13,1915,-0.08854970418184206,17.791199684143066,6.0,True,880,1460
2014b-139,2014b,FUV2,4609828,12,1928,0.1579343507618071,17.791199684143066,6.0,True,888,2967
2014b-140,2014b,FUV2,4609828,12,1940,-0.05221984279356467,17.791199684143066,6.0,True,896,4007
2014b-141,2014b,FUV1,4609831,15,1952,-0.11326700265612988,17.791199684143066,6.0,True,338,287
2014b-142,2014b,FUV2,4609831,26,1967,-0.09719243916926784,17.791199684143066,6.0,True,366,3885
2014b-143,2014b,FUV1,4609831,17,1993,-0.14229890193384997,17.791199684143066,6.0,True,367,1798
2014b-144,2014b,FUV2,4609831,12,2010,-0.14803238168940108,17.791199684143066,6.0,True,383,3951
2014b-145,2014b,FUV2,4609831,12,2022,-0.02967596645162886,17.791199684143066,6.0,True,447,3164
2014b-146,2014b,FUV1,4609831,15,2034,-0.22688869153647773,17.791199684143066,6.0,False,1283,470
2014b-147,2014b,FUV2,4609831,12,2049,-0.08749181284424237,17.791199684143066,6.0,True,485,3961
2014b-148,2014b,FUV1,4609831,13,2061,-0.32646038763620333,17.791199684143066,6.0,False,1777,501
2014b-149,2014b,FUV2,4609831,13,2074,-0.14778459723105,17.791199684143066,6.0,True,564,3953
2014b-150,2014b,FUV2,4609831,13,2087,-0.23860782012713333,17.791199684143066,6.0,True,579,3066
2014b-151,2014b,FUV2,4609831,12,2100,-0.10680196100310026,17.791199684143066,6.0,True,602,2934
2014b-152,2014b,FUV2,4609831,12,2112,-0.027796227416049125,17.791199684143066,6.0,True,643,3744
2014b-153,2014b,FUV1,4609831,15,2124,0.04028034782104853,17.791199684143066,6.0,True,671,1757
2014b-154,2014b,FUV1,4609831,22,2139,-0.2524061340473248,17.791199684143066,6.0,True,685,1602
2014b-155,2014b,FUV1,4609831,12,2161,-0.2716031338182176,17.791199684143066,6.0,True,693,1375
2014b-156,2014b,FUV2,4609831,17,2173,0.23965291010626916,17.791199684143066,6.0,True,707,3197
2014b-157,2014b,FUV1,4609831,14,2190,0.07286058823784132,17.791199684143066,6.0,False,1629,711
2014b-158,2014b,FUV1,4609831,14,2204,0.27062274676530346,17.791199684143066,6.0,True,714,1330
2014b-159,2014b,FUV1,4609831,13,2218,-0.02908735197492937,17.791199684143066,6.0,True,762,1837
2014b-160,2014b,FUV2,4609831,12,2231,-0.28742285058833816,17.791199684143066,6.0,True,773,3727
2014b-161,2014b,FUV1,4609831,12,2243,-0.2757808778059502,17.791199684143066,6.0,True,779,252
2014b-162,2014b,FUV2,4609831,16,2255,-0.254530018495697,17.791199684143066,6.0,True,811,3613
2014b-163,2014b,FUV1,4609831,13,2271,0.033720720532541264,17.791199684143066,6.0,True,814,1250
2014b-164,2014b,FUV1,4609831,13,2284,-0.08390020894777318,17.791199684143066,6.0,True,815,137
2014b-165,2014b,FUV1,4609831,12,2297,0.23816168357888012,17.791199684143066,6.0,True,816,1840
2014b-166,2014b,FUV1,4609831,15,2309,-0.30296624460311644,17.791199684143066,6.0,True,867,1802
2014b-167,2014b,FUV2,4609831,12,2324,-0.18685755857370392,17.791199684143066,6.0,True,875,3177
2014b-168,2014b,FUV2,4609831,15,2336,-0.22600554914574064,17.791199684143066,6.0,True,881,3051
2014b-169,2014b,FUV2,4609834,13,2351,-0.312382650973273,17.791199684143066,6.0,True,355,3758
2014b-170,2014b,FUV2,4609834,12,2364,-0.01933424482635501,17.791199684143066,6.0,False,3568,392
2014b-171,2014b,FUV2,4609834,14,2376,-0.2837587570419958,17.791199684143066,6.0,True,401,3208
2014b-172,2014b,FUV2,4609834,13,2390,-0.32061850656017726,17.791199684143066,6.0,True,452,3652
2014b-173,2014b,FUV1,4609834,14,2403,-0.08528990557546234,17.791199684143066,6.0,True,461,1826
2014b-174,2014b,FUV2,4609834,13,2417,0.1210210887485025,17.791199684143066,6.0,True,478,3788
2014b-175,2014b,FUV1,4609834,13,2430,-0.13505762246269626,17.791199684143066,6.0,True,487,1792
2014b-176,2014b,FUV2,4609834,14,2443,-0.03166107676509112,17.791199684143066,6.0,True,506,3524
2014b-177,2014b,FUV2,4609834,14,2457,-0.0082688433317278,17.791199684143066,6.0,True,510,3636
2014b-178,2014b,FUV2,4609834,12,2471,-0.16600562174959144,17.791199684143066,6.0,True,517,3872
2014b-179,2014b,FUV1,4609834,13,2483,-0.04956931802818952,17.791199684143066,6.0,True,533,1452
2014b-180,2014b,FUV1,4609834,13,2496,-0.2371321907104509,17.791199684143066,6.0,True,563,345
2014b-181,2014b,FUV2,4609834,16,2509,-0.00565991493470035,17.791199684143066,6.0,True,575,3143
2014b-182,2014b,FUV1,4609834,16,2525,-0.18581999192080567,17.791199684143066,6.0,True,616,1758
2014b-183,2014b,FUV2,4609834,13,2541,-0.34092463538749845,17.791199684143066,6.0,True,623,3605
2014b-184,2014b,FUV1,4609834,13,2554,-0.07133587250035513,17.791199684143066,6.0,True,633,1374
2014b-185,2014b,FUV1,4609834,13,2567,-0.20087897590199055,17.791199684143066,6.0,True,674,1445
2014b-186,2014b,FUV1,4609834,12,2580,-0.24724700826246393,17.791199684143066,6.0,True,711,344
2014b-187,2014b,FUV1,4609834,15,2592,-0.15161592670863833,17.791199684143066,6.0,True,742,1727
2014b-188,2014b,FUV1,4609834,15,2607,0.27620508688917217,17.791199684143066,6.0,True,832,1338
2014b-189,2014b,FUV2,4609834,21,2622,-0.12026727659613504,17.791199684143066,6.0,True,845,3763
2014b-190,2014b,FUV2,4609834,13,2643,-0.18915308538637612,17.791199684143066,6.0,True,848,3042
2014b-191,2014b,FUV2,4609834,12,2656,0.06833775151385493,17.791199684143066,6.0,True,850,3028
2014b-192,2014b,FUV2,4609834,17,2668,-0.2970426515799486,17.791199684143066,6.0,True,863,3006
2014b-193,2014b,FUV2,4609834,12,2685,-0.0804482841776705,17.791199684143066,6.0,True,866,2974
2014b-194,2014b,FUV2,4609834,12,2697,-0.2824731064666236,17.791199684143066,6.0,True,867,3604
2014b-195,2014b,FUV2,4609834,16,2709,-0.1299006792076481,17.791199684143066,6.0,True,877,3733
2014b-196,2014b,FUV1,4609834,12,2725,-0.04870644092928728,17.791199684143066,6.0,True,896,387
2014b-197,2014b,FUV1,4609837,15,2737,-0.004593071798477298,17.791199684143066,6.0,True,345,1638
2014b-198,2014b,FUV2,4609837,14,2752,-0.009435185233064304,17.791199684143066,6.0,True,400,3736
2014b-199,2014b,FUV1,4609837,12,2766,0.0957684312105507,17.791199684143066,6.0,True,443,1348
2014b-200,2014b,FUV1,4609837,14,2778,-0.14640660084317467,17.791199684143066,6.0,True,495,1694
2014b-201,2014b,FUV2,4609837,21,2792,-0.1041096622823702,17.791199684143066,6.0,True,599,3946
2014b-202,2014b,FUV2,4609837,12,2813,0.12895835087433344,17.791199684143066,6.0,True,613,2918
2014b-203,2014b,FUV2,4609837,16,2825,-0.08811301971600258,17.791199684143066,6.0,True,664,3727
2014b-204,2014b,FUV2,4609837,12,2841,-0.06304673293114303,17.791199684143066,6.0,True,676,3510
2014b-205,2014b,FUV2,4609837,13,2853,-0.011427689568691139,17.791199684143066,6.0,False,3267,686
2014b-206,2014b,FUV1,4609837,26,2866,0.06934823660195781,17.791199684143066,6.0,True,712,1259
2014b-207,2014b,FUV2,4609837,12,2892,-0.18098249204483072,17.791199684143066,6.0,True,732,3262
2014b-208,2014b,FUV1,4609837,14,2904,-0.0314888757168726,17.791199684143066,6.0,True,739,381
2014b-209,2014b,FUV1,4609837,12,2918,-0.02706805462911035,17.791199684143066,6.0,True,785,1614
2014b-210,2014b,FUV1,4609837,16,2930,0.0664332182504226,17.791199684143066,6.0,True,817,1370
2014b-211,2014b,FUV2,4609837,14,2946,0.2266578156751152,17.791199684143066,6.0,True,822,3216
2014b-212,2014b,FUV1,4609837,13,2960,-0.08471728046147337,17.791199684143066,6.0,True,836,398
2014b-213,2014b,FUV2,4609837,14,2973,0.00515532179652711,17.791199684143066,6.0,False,2928,841
2014b-214,2014b,FUV2,4609837,12,2987,0.14711239406934148,17.791199684143066,6.0,True,857,2939
2014b-215,2014b,FUV1,4609837,13,2999,-0.07020730263878353,17.791199684143066,6.0,True,866,1367
2014b-216,2014b,FUV1,4609837,14,3012,-0.30595246656133734,17.791199684143066,6.0,True,886,1322
2014b-217,2014b,FUV2,4609837,15,3026,-0.0685783145954941,17.791199684143066,6.0,True,886,3050
2014b-218,2014b,FUV1,4609837,12,3041,-0.20055592882020098,17.791199684143066,6.0,True,896,1449
2014b-219,2014b,FUV1,4609840,13,3053,0.2330949083790931,17.791199684143066,6.0,True,334,101
2014b-220,2014b,FUV1,4609840,14,3066,-0.05160499243027801,17.791199684143066,6.0,True,425,436
2014b-221,2014b,FUV1,4609840,13,3080,-0.13511116637284729,17.791199684143066,6.0,True,437,1414
2014b-222,2014b,FUV1,4609840,15,3093,0.1585490991810134,17.791199684143066,6.0,True,450,1335
2014b-223,2014b,FUV1,4609840,17,3108,-0.10331964881046854,17.791199684143066,6.0,True,480,1836
2014b-224,2014b,FUV2,4609840,12,3125,0.20319660098572234,17.791199684143066,6.0,True,510,3909
2014b-225,2014b,FUV2,4609840,18,3137,-0.10331930922784392,17.791199684143066,6.0,True,521,3591
2014b-226,2014b,FUV2,4609840,12,3155,-0.11600523025878337,17.791199684143066,6.0,True,522,2931
2014b-227,2014b,FUV2,4609840,17,3167,0.0809136371723402,17.791199684143066,6.0,True,523,3010
2014b-228,2014b,FUV1,4609840,19,3184,-0.29422515578373937,17.791199684143066,6.0,True,560,340
2014b-229,2014b,FUV2,4609840,13,3203,-0.08743545661783432,17.791199684143066,6.0,True,643,3537
2014b-230,2014b,FUV1,4609840,12,3216,-0.06405047544336699,17.791199684143066,6.0,True,650,206
2014b-231,2014b,FUV2,4609840,15,3228,-0.12141718345058704,17.791199684143066,6.0,True,652,3750
2014b-232,2014b,FUV1,4609840,20,3243,-0.14299774588492764,17.791199684143066,6.0,True,733,1691
2014b-233,2014b,FUV2,4609840,18,3263,0.28947202500184993,17.791199684143066,6.0,True,758,3553
2014b-234,2014b,FUV2,4609840,24,3281,0.08988600460102078,17.791199684143066,6.0,True,767,2963
2014b-235,2014b,FUV2,4609840,12,3305,-0.3268348087412043,17.791199684143066,6.0,True,871,3215
2014b-236,2014b,FUV1,4609840,13,3317,0.03582758771338644,17.791199684143066,6.0,True,879,1260
2014b-237,2014b,FUV2,4609843,14,3330,0.22631488849051754,17.791199684143066,6.0,True,336,2970
2014b-238,2014b,FUV2,4609843,12,3344,0.005750492758372168,17.791199684143066,6.0,True,347,3219
2014b-239,2014b,FUV2,4609843,15,3356,0.18115505493318737,17.791199684143066,6.0,True,432,3846
2014b-240,2014b,FUV2,4609843,14,3371,0.18782642447704714,17.791199684143066,6.0,True,435,2945
2014b-241,2014b,FUV2,4609843,13,3385,-0.02836120072869438,17.791199684143066,6.0,True,505,2987
2014b-242,2014b,FUV2,4609843,14,3398,-0.09023004706686998,17.791199684143066,6.0,True,511,3140
2014b-243,2014b,FUV2,4609843,14,3412,0.03216898939381999,17.791199684143066,6.0,True,534,2910
2014b-244,2014b,FUV2,4609843,12,3426,-0.2130376373896236,17.791199684143066,6.0,True,537,3906
2014b-245,2014b,FUV2,4609843,13,3438,0.11712401418533891,17.791199684143066,6.0,True,566,3788
2014b-246,2014b,FUV1,4609843,16,3451,0.13018469273121688,17.791199684143066,6.0,True,607,1833
2014b-247,2014b,FUV2,4609843,12,3467,-0.21191252519480483,17.791199684143066,6.0,True,617,2912
2014b-248,2014b,FUV1,4609843,12,3479,-0.042699292962749186,17.791199684143066,6.0,True,624,1811
2014b-249,2014b,FUV2,4609843,14,3491,0.23429722435548578,17.791199684143066,6.0,True,686,3659
2014b-250,2014b,FUV2,4609843,12,3505,-0.2597949391416808,17.791199684143066,6.0,True,724,3025
2014b-251,2014b,FUV2,4609843,12,3517,0.061434064520298,17.791199684143066,6.0,True,728,3909
2014b-252,2014b,FUV1,4609843,15,3529,-0.11205636144836215,17.791199684143066,6.0,True,735,1691
2014b-253,2014b,FUV1,4609843,13,3544,0.004257412500604572,17.791199684143066,6.0,False,1798,747
2014b-254,2014b,FUV2,4609843,13,3557,-0.17577711527332662,17.791199684143066,6.0,True,791,3598
2014b-255,2014b,FUV1,4609843,12,3570,0.3107437002903495,17.791199684143066,6.0,False,1664,804
2014b-256,2014b,FUV1,4609843,13,3582,0.1486568719988314,17.791199684143066,6.0,False,1829,809
2014b-257,2014b,FUV1,4609843,21,3595,0.040927516671707166,17.791199684143066,6.0,True,829,1899
2014b-258,2014b,FUV2,4609843,12,3616,0.2942423703709942,17.791199684143066,6.0,True,838,3926
2014b-259,2014b,FUV1,4609846,13,3628,0.28350585807586437,17.791199684143066,6.0,False,1356,340
2014b-260,2014b,FUV2,4609846,12,3641,0.30837448670935963,17.791199684143066,6.0,True,362,3923
2014b-261,2014b,FUV2,4609846,14,3653,0.09710314257281961,17.791199684143066,6.0,True,387,3639
2014b-262,2014b,FUV1,4609846,13,3667,0.013630595970459842,17.791199684143066,6.0,True,450,1880
2014b-263,2014b,FUV2,4609846,13,3680,-0.013247245815801386,17.791199684143066,6.0,True,472,3959
2014b-264,2014b,FUV2,4609846,13,3693,0.16144034410728758,17.791199684143066,6.0,True,497,3170
2014b-265,2014b,FUV2,4609846,24,3706,-0.18971633254315454,17.791199684143066,6.0,True,503,3540
2014b-266,2014b,FUV2,4609846,14,3730,-0.05295309765006748,17.791199684143066,6.0,True,510,3253
